UPC,store_id,2023/1,2023/2,2023/3,2023/4,2023/5,2023/6,2023/7,2023/8,2023/9,2022/1,2022/2,2022/3,2022/4,2022/5,2022/6,2022/7,2022/8,2022/9,2022/10,2022/11,2022/12
670000038751,119,,10,,,,5,,10,,,,,,20,,,,13,,,
670000038751,120,,,200,340,,,,,,,,,200,150,200,,,,,,
670000038751,121,,,,40,,,,,,20,,,20,,40,,20,,,10,
670000038751,122,,,3,,,,,,,,,,2,,10,,,,,,
670000038751,123,,,5,,,,,8,,,1,,3,4,,,,2,,,2
670000038751,124,,,5,9,,,,5,,,,,,,,,,,,,
670000038751,125,,,15,,,10,,,15,,,,5,10,,10,,10,,,
670000038751,126,1,,1,,,,3,,,3,,,,,2,,3,1,,,
670000038751,127,,,,,,,1,,1,,,,1,,,,,,,,
670000038751,128,30,30,40,50,,40,40,30,30,20,30,40,60,10,60,40,30,30,20,20,20
670000038751,129,20,10,30,20,10,20,10,10,10,10,10,30,20,10,50,,10,20,,10,10
670000038751,130,40,40,30,100,,40,20,70,,50,,20,50,30,70,50,,50,10,40,30
670000038751,131,,,26,40,,,,,12,,,,5,,,,,,,,
670000038751,132,,,,5,2,,,,5,,,,5,,5,,,,5,,
670000038751,133,10,,10,20,,,,,,10,,,,,,5,10,,,,
670000038751,134,10,,,20,10,10,10,10,10,,,10,,20,10,,,10,10,10,10
670000038751,135,3,2,2,2,7,3,5,,,4,,,5,5,,2,,1,3,3,
670000038751,136,,,,10,,,,,,,,,,10,40,,,,,,
670000038751,137,,,7,,,,,,,,,,,,8,,,,,,
670000038751,138,,,,,,3,,,,,,,,,,,,,,,
670000038751,139,5,21,,14,9,11,7,28,0,,13,10,10,9,16,,,5,10,3,7
670000038751,140,60,10,40,80,,,30,30,30,30,,30,50,40,80,,,30,30,30,
670000038751,141,5,10,10,,,,,,3,,,2,15,,5,,,10,,,
670000038751,142,3,,,,,,,,,,5,,,,,,,,,,4
670000038751,144,10,60,,,,,,,,,,,40,,,,,,,10,
670000038751,145,,10,,,20,,,20,,,,,10,15,,,,,10,,2
670000038751,146,,12,,25,,,,,7,6,40,,20,8,,,,12,-6,1,6
670000038751,147,,,10,15,,15,10,20,10,20,,10,30,,20,,10,10,,,20
670000038751,148,110,,75,65,40,60,70,40,,30,40,30,40,,,10,,60,80,40,60
670000038751,149,10,8,10,20,,10,,,10,10,,,25,15,22,10,10,10,5,10,
670000038751,150,,20,,15,,,5,5,10,,,5,5,,10,,,10,,10,
670000038751,151,10,,80,40,,,,,,,20,5,40,,85,,,,20,20,6
670000038751,152,,14,,20,10,12,16,,,5,,,25,,,,,10,,5,5
670000038751,153,,,10,30,,,,8,,10,5,,10,15,25,,,7,,8,18
670000038751,155,,3,,6,8,3,,,4,,,,4,17,,4,3,1,,2,
670000038751,156,,30,20,50,,,40,10,30,,20,20,20,30,20,30,,10,30,,
670000038751,157,,,,,2,,,,2,,,,,,,,,,,,
670000038751,158,,,,8,7,7,,10,5,,10,,10,20,,20,,,,,
670000038751,159,85,30,100,450,,180,,,,,,,,55,250,,,,,,
670000038751,160,4,,,,5,4,,,,,,9,,,4,,,,,,
670000038751,161,2,4,,,,,,,,,3,,,,,,,,,,
670000038751,162,38,,77,600,,,,,,16,29,15,78,78,113,,,,39,108,53
670000038751,163,4,,5,,2,3,,,,,,,5,6,,,2,10,,,
670000038751,164,,,,2,,,,,1,,1,1,,,2,,,,,,
670000038751,165,7,10,15,11,15,5,,13,12,4,3,22,16,,12,,10,4,,4,3
670000038751,166,,,,,,,,1,,,,,,,,,,,,,
670000038751,167,5,50,,100,,,,,,10,5,10,20,25,40,,,,10,,10
670000038751,168,20,20,,90,,,,,,20,20,,40,40,,,20,,20,,
670000038751,169,10,,,25,,20,,,,,,,20,,30,,,,,,
670000038751,170,10,5,10,40,,,,,,,,,10,5,25,,,,,,
670000038751,171,,,,11,,,6,,,,,,,5,,,5,,3,,
670000038751,172,10,,,5,,,,10,,,,,,,10,,15,,10,,30
670000038751,173,,10,20,10,,20,10,10,10,,10,10,10,10,10,10,10,10,10,,10
670000038751,174,,40,,140,,10,,,,,,10,30,200,70,,,,,,10
670000038751,175,,,,4,,,,,,,1,,,1,,1,,,,,
670000038751,176,,,,30,,,,,10,,,,21,,2,,,,,,
670000038751,177,2,,2,5,,,,,5,5,,,5,,,,,,,3,
670000038751,178,30,40,70,44,,30,30,10,10,20,,10,50,10,20,30,,40,40,10,30
670000038751,180,3,,,,,7,,,7,7,,,7,4,,,5,,,10,
670000038751,181,,20,,20,,20,,,10,10,,,10,20,20,,,20,10,5,10
670000038751,182,10,,10,10,,5,5,0,4,,,,10,,10,,10,,,,
670000038751,183,,,50,,,40,,,16,,19,,40,38,,,,,,,4
670000038751,184,,,20,20,,,,,,,,10,10,,10,10,,10,,,10
670000038751,185,5,15,60,170,,,40,40,,5,,48,40,90,158,40,105,82,40,30,300
670000038751,186,3,,14,8,,,,,,,1,,2,,3,,,,,,1
670000038751,187,,3,,7,,5,3,,2,3,,4,,5,6,,8,,3,,4
670000038751,188,18,7,75,160,,,,5,,115,,3,73,10,50,23,,13,3,,
670000038751,189,,,5,20,,10,,,,,10,2,10,,20,,,,,,
670000038751,190,5,10,35,20,,20,,,,,,,15,15,20,,,,,,
670000038751,191,,,,370,,,,,,5,,21,105,10,255,,,,,,
670000038751,192,,,14,,14,,10,,10,10,8,,15,,25,,,7,,5,14
670000038751,193,,,,,,,2,,,,,,,,,,,,,,
670000038751,194,7,,10,8,,,7,,3,,2,,10,10,5,,2,,2,3,
670000038751,195,,,,,,,,,,,,3,5,,,,10,,3,,2
670000038751,196,,,,2,,3,5,,,,,,,,,,,,,,
670000038751,197,6,10,,10,,5,,5,5,,4,4,10,,,2,1,7,,,
670000038751,198,25,20,10,60,,,3,25,,10,17,18,30,35,20,8,14,20,32,17,
670000038751,199,,,8,,,,,,,,,,10,,,,,,,5,
670000038751,200,,,3,,3,,2,,,3,,,5,,,,2,,2,,2
670000038751,201,20,20,30,35,,30,,20,20,20,20,10,40,35,40,30,,,30,10,
670000038751,202,,,10,,,,,,10,,,10,,,,10,,,10,,
670000038751,203,,,,8,,,,,,,,2,4,,,7,,,,8,
670000038751,204,10,6,,,10,6,,3,3,4,3,2,15,3,8,7,2,5,4,5,3
670000038751,205,,1,,,,,,,,3,,,,1,,3,,,,,
670000038751,206,7,50,226,300,,,,,,30,,26,132,260,200,,,,,,
670000038751,207,10,20,,81,15,30,25,30,,10,10,10,120,25,,90,20,10,,10,
670000038751,208,,,,5,,,,4,,,1,,5,12,57,,,,,,2
670000038751,209,,3,,,,5,,,,,,,3,,5,,,3,,,
670000038751,210,,,10,25,,,,,,,,,10,10,10,,,,,,7
670000038751,211,,,,20,,,10,,15,,10,,,20,,,,10,,20,
670000038751,212,4,,15,35,,10,10,,30,,5,10,20,,30,5,8,10,26,10,10
670000038751,213,,,,,,,2,,,,,,,2,,1,,4,,,
670000038751,214,10,20,20,50,10,20,20,,10,10,20,30,50,0,10,20,10,20,,20,10
670000038751,215,70,35,85,60,12,10,5,8,3,6,1,,31,6,69,2,5,10,4,,21
670000038751,216,,10,,,,,,10,,,10,,20,,,,10,,,,10
670000038751,217,,,,,,,,,,5,15,18,11,10,15,25,10,20,11,12,16
670000038751,218,,,,,2,,,,,,,,,,4,,,,,2,
670000038751,219,,5,,,,3,,1,,8,,5,,4,,2,,3,2,3,
670000038751,220,,10,,,,,,,,,,,,,,,,,,,
670000038751,221,,,,1,,2,,,,,2,,12,,,,,,,,5
670000038751,222,,15,,,,,,4,,15,,,12,,,,,,,5,
670000038751,223,5,10,37,80,20,50,,10,5,8,,20,20,20,10,,,38,60,22,7
670000038751,224,29,20,34,87,4,,40,22,6,28,44,70,4,65,4,44,111,33,2,24,24
670000038751,225,40,20,80,220,,,,,,,,,280,,,280,,,,,
670000038751,226,,,,1,,,,,,,,,1,,,,,,,2,
670000038751,227,14,7,20,15,5,10,12,10,5,20,5,11,16,10,23,13,15,,22,10,10
670000038751,228,,11,,9,,,,0,,,6,,14,,22,,13,,9,,13
670000038751,229,,17,,9,,,6,,,5,4,,12,10,11,,,9,,4,
670000038751,230,4,,8,8,,,10,,4,,,,7,,12,,,3,,,6
670000038751,231,,,,10,,,,20,,,,,10,,,,10,,,,
670000038751,232,30,15,10,60,,10,10,30,10,20,,20,30,15,20,35,,20,30,5,25
670000038751,233,,20,,5,,,,,,,5,,5,,,,,5,,,
670000038751,234,,,,,2,,3,,,1,,,,,,,,,,2,
670000038751,235,,,,2,,,,,,2,,,2,1,1,,,5,,,
670000038751,236,1,3,2,1,,2,1,,,,,,,,,,2,,,,
670000038751,237,,8,,10,,,,,,,,,22,,18,10,,,,,
670000038751,238,,5,,10,,10,,,,,,,5,,6,,,,,,
670000038751,239,,,,,,,4,,,3,,3,,4,,,2,,,2,
670000038751,240,10,10,,20,,,,,,,10,,10,,20,,,,10,,
670000038751,242,3,4,15,18,,,10,4,5,5,5,1,13,2,10,,5,5,4,5,7
670000038751,243,,,,2,,2,1,4,,,,3,,1,,2,1,2,4,,1
670000038751,244,10,,10,10,,,,,,10,,,10,,10,5,,5,,5,
670000038751,245,,,,10,,,20,,60,,,,,,,,10,10,,,30
670000038751,246,,5,,,10,,,,5,,5,,13,,,5,,,,,
670000038751,247,,,20,10,,,,20,,,,,20,10,20,,10,,10,20,
670000038751,248,2,12,5,20,,10,,4,11,4,8,3,15,15,11,,10,2,3,6,7
670000038751,249,3,,18,,,6,7,5,6,14,,,22,10,47,,,,,,
670000038751,250,,,13,11,,,,,,,,4,7,,1,,,6,,7,2
670000038751,251,,,40,,20,,,20,,,,,,,40,40,,,,,70
670000038751,252,,,13,44,,,,,,,,9,18,,34,,,,,,
670000038751,253,,5,,5,,3,,,,4,,5,,5,,5,,5,,3,5
670000038751,254,,,,30,,,,,,,,,,,,,,,,,
670000038751,255,,,4,4,,3,,,3,,,,10,,,,,,,,
670000038751,256,10,10,25,30,,,5,20,,10,5,,30,7,20,,,10,10,20,10
670000038751,257,,,,,,,3,,,,,2,,,,,4,,4,,
670000038751,258,,5,,10,,,,,,,,,10,,,,,,,,4
670000038751,260,,10,,10,20,,,,,,10,5,10,20,20,,,,,,10
670000038751,261,2,,,5,,,10,,,,2,3,,,5,,,5,4,,
670000038751,262,,,4,,,,,3,,2,,,,,,4,,,,,3
670000038751,263,6,12,12,5,15,22,13,8,10,12,5,5,90,10,13,10,5,14,15,9,15
670000038751,264,,1,2,6,1,,,1,3,4,8,18,9,,,,8,,,,1
670000038751,265,,,,,,,4,,,,,,,,,,,,,4,
670000038751,266,,,40,10,,,,,15,,20,,35,,,10,12,8,,,12
670000038751,267,,,,,,,,,2,,,,,,,,,,,,
670000038751,268,,,40,40,,,,60,30,,,,,,,,,40,,,10
670000038751,269,,5,,,,20,,30,,,5,,5,,10,,,,,10,
670000038751,270,4,,12,9,,,,,2,,,5,14,,,9,5,,14,,10
670000038751,271,2,,10,5,,,,,,2,2,,2,2,,5,,,,7,
670000038751,272,,,6,16,,,,,,,,,,,,,,,5,,
670000038751,273,,,,,,,,,,2,5,,14,,,,,,,,
670000038751,274,,,,,,,,,,,,,5,10,,,,,,10,
670000038751,275,,,,,1,,,,,,,2,,,,,,,,1,
670000038751,276,30,60,20,50,40,20,20,15,25,20,20,45,35,55,55,32,35,25,20,70,10
670000038751,277,,200,200,100,,,,,,30,,20,200,60,,200,,,,,
670000038751,278,20,10,10,15,,25,,10,10,10,10,,20,10,10,10,10,,10,10,
670000038751,279,,6,,10,5,,,5,,5,,,10,2,,8,5,,2,,4
670000038751,281,,10,,,,,,,,,,,,,,,,,,,
670000038751,282,,,,,,,,,1,,,,,,,,,,,,
670000038751,283,6,2,2,4,,2,6,1,3,6,11,2,15,9,7,2,,,5,5,2
670000038751,284,,,,265,,,,0,,,,,10,,160,,,,,,
670000038751,285,,,,10,,,10,,,,,,,,,,,,,10,
670000038751,286,,20,,,,,,,,,,,5,,15,,,,10,-10,
670000038751,287,10,,,,,,,,,,,5,,,,,,,,,
670000038751,288,,2,,30,,,,,,3,8,,8,,,,,2,6,,3
670000038751,289,7,,6,10,,,,,,,10,,5,,10,4,,,5,8,4
670000038751,290,3,5,,6,,5,5,8,,,3,5,6,5,,5,5,2,12,10,
670000038751,291,,,15,20,,,,20,,,,,30,,20,,20,,,,20
670000038751,292,,,3,,,2,,3,,,,,,,,,4,,,2,
670000038751,293,,2,,,3,,,2,,3,,,,3,,,3,,,,
670000038751,294,,1,3,,,,,,,2,2,,,,2,,,,,1,
670000038751,295,,,,,,,2,4,,,,,,,,,,,,,
670000038751,296,20,,,40,,10,20,,,10,15,,50,,10,,10,10,10,20,10
670000038751,297,,10,,,,5,,5,,10,,,,5,,10,,,6,,
670000038751,298,,20,,15,,50,,,,,,,30,,30,,15,10,5,,10
670000038751,299,,10,20,20,10,10,10,20,10,10,,10,20,10,10,,10,10,10,,10
670000038751,300,9,8,,12,,,5,7,,,4,5,10,13,2,6,,2,,6,
670000038751,301,4,,10,30,,,,,,,,6,15,,25,,,,,,5
670000038751,302,,,12,4,,,5,,,,,2,8,,15,,,,,,
670000038751,303,,10,,30,,,,,5,,8,,,10,,12,,10,,,
670000038751,304,,260,110,1090,,,,,10,,,,30,10,,,,,,,
670000038751,305,,,,,,2,,,,,,,3,,,,,,,,
670000038751,306,,,,,,,3,,,,,1,,2,,,,,1,,
670000038751,307,,,8,,,5,2,,1,,3,4,4,,,3,,5,2,,9
670000038751,308,,,,,,,,,,1,,,,,,,,,,,
670000038751,309,,10,,18,,,10,,,,,5,18,12,,,,,,,
670000038751,310,,3,10,6,,,3,3,,,,2,10,10,12,,4,3,,5,
670000038751,311,,,5,,6,,,5,,,,5,10,,5,,,7,,,10
670000038751,312,,15,14,11,30,10,,,,5,6,9,10,10,20,,,,,4,5
670000038751,313,,,,10,,,,,,,,,,,,,,,,,
670000038751,314,,,,,,,,,,,,,3,,,,,,,,
670000038751,315,7,7,18,30,25,,,,,,10,5,10,,25,,,5,5,,
670000038751,316,10,,8,5,,,,10,10,,,,10,,6,,,5,,,5
670000038751,317,,5,14,6,,,,7,2,,8,2,19,,,,6,,5,11,
670000038751,318,,,,,,5,,,,,,5,,,13,,,,,5,
670000038751,319,,,,30,,,,,,,,8,12,,,,10,,,,
670000038751,321,,,5,,,,,,,,,,,2,,,8,,,4,
670000038751,322,,10,2,8,,,,,,,,5,,8,,,,2,,1,5
670000038751,323,,,,,,,32,,,,,,,,5,,,,,,4
670000038751,324,,,10,,,,,,,,,,10,,,,,,,,
670000038751,325,,25,,10,,,,5,,,4,,20,10,,18,,10,10,,10
670000038751,326,10,6,,,,8,,7,3,,10,,,,,,,6,1,,
670000038751,327,,,7,,,,,3,,,,,,,,,,,,,
670000038751,328,,10,,10,,,,,,,,,,,5,,,,,5,
670000038751,329,10,10,,,4,,10,,5,,,,10,10,,,,10,,5,
670000038751,330,18,7,20,3,25,6,15,,5,,,26,13,11,24,6,13,2,10,16,4
670000038751,331,,,,20,,,,,10,,,,,10,,10,,,10,,
670000038751,332,,,3,2,,6,,,,,4,3,,,2,,,,,,
670000038751,333,20,,20,20,30,,,20,10,10,,,20,30,20,,20,,,,10
670000038751,334,5,10,51,3,,,,,,,7,,12,8,5,,13,,5,16,
670000038751,335,5,,,,5,,5,,,4,,3,5,,15,,,,,,5
670000038751,336,4,12,20,60,,,,20,,,,,15,,20,,,20,,9,12
670000038751,337,5,20,,90,,,,,,,,,10,,100,,,,,10,10
670000038751,338,,10,10,170,,,,,0,,,,10,,30,,,,,,
670000038751,339,,1,,,1,,3,,,2,,,1,1,,2,1,,,2,
670000038751,340,20,10,30,10,,10,10,10,,,10,20,10,10,40,,,,10,20,
670000038751,341,,,,150,,,,,,,,,61,,,1,,60,2,,1
670000038751,342,,,,,,,,,,,,,,,,,,,13,,
670000038751,343,,20,,,,,,,,,,,10,,,,,10,,,
670000038751,344,20,40,,120,,,30,20,,20,10,10,40,40,,40,40,,20,10,10
670000038751,345,1,1,2,6,,,,2,1,,,,2,,6,1,,1,5,,
670000038751,346,,,3,10,,,,1,,,3,,,3,2,,,,,3,
670000038751,347,8,,,,,,,11,,,,,,4,,5,,,10,-5,
670000038751,348,2,,,,,,,6,1,,10,,9,,,5,,2,,,
670000038751,349,10,130,90,,10,,5,100,10,10,,10,81,17,20,10,145,10,,6,9
670000038751,350,1,,3,,,,,,,,,6,,,3,,,,2,,
670000038751,351,33,318,295,120,40,,,,,,16,,71,40,137,,140,,35,,12
670000038751,352,40,,30,10,,30,10,,10,30,30,,30,20,10,,10,25,20,30,40
670000038751,353,1,1,4,4,5,6,,,2,,4,,2,5,2,,4,4,1,1,1
670000038751,354,,20,,,,15,,10,,,,10,15,,12,,,10,15,,
670000038751,355,,,,,,2,,,,,,,,2,,,,,,,
670000038751,356,,,,,,,,,10,,,,,,,,,,,,
670000038751,357,,,8,10,,,,5,,6,,10,,4,2,7,,,8,3,3
670000038751,358,,100,100,200,,,,0,30,100,,30,100,100,120,300,,,,,
670000038751,359,10,20,20,,,,,10,,,10,,20,,20,,,10,,10,
670000038751,360,4,,10,,,,8,,,3,,,3,,3,,,,6,,
670000038751,361,50,50,300,310,,,20,,20,30,20,20,90,100,130,100,220,40,30,60,40
670000038751,362,5,30,400,190,,,,30,10,20,160,,200,70,30,80,,20,20,30,30
670000038751,363,20,,20,15,,,,,10,,10,10,,40,10,,,,,,
670000038751,364,10,,10,31,,15,15,10,15,10,10,,10,20,20,,10,,5,20,15
670000038751,365,,,25,,,,,,,,,,15,10,35,,,,,20,
670000038751,366,,,20,90,,,,,,,30,4,10,15,,,,27,4,6,8
670000038751,367,10,10,15,20,10,10,15,,10,,10,20,20,15,25,10,20,20,10,10,15
670000038751,368,,,,1,,,,,,,,1,,,,,,1,,,
670000038751,369,,,,,,,,,,,,,,,,,,,,,3
670000038751,370,60,,,,,,,,,20,,,50,,,,,,,,20
670000038751,371,,,15,15,,,,,,,,,20,15,35,,,,,,
670000038751,372,25,10,,12,12,20,,,10,,20,,15,,,,,,,10,
670000038751,373,,,,80,,,,,,,,,30,,50,,,,,,30
670000038751,374,,,,,,,,,,,,,,200,,,,,,,
670000038751,375,,20,10,10,10,,10,,20,,15,,40,,20,,,15,10,,15
670000038751,376,,,1,,3,,,,,1,1,,2,,,,,,,1,6
670000038751,377,10,5,,10,10,,,,,,,,10,,10,,10,,,,
670000038751,378,5,,,10,,,,,,,,5,6,3,,,,5,,,
670000038751,379,,,,,,,,,,,,,10,,,,,,,,
670000038751,380,,,,2,,,,,,,,,,,,,,,,2,
670000038751,381,,,5,,,,10,,,,,,10,,,,,10,,,
670000038751,382,3,,5,,,,,,,,,,,2,,,,,,,3
670000038751,383,,,1,,,,,,,,,,,,,2,,2,,,
670000038751,384,,,9,5,,,,,,,,,11,,5,,,,,3,2
670000038751,385,,,,10,,,,4,8,,,2,8,,10,,,,5,,10
670000038751,386,,12,,5,,,,10,,,,2,7,,13,,,,,5,
670000038751,387,1,,1,1,,,,,,2,,,2,1,,,,2,,,
670000038751,388,,,,,,,,,,1,,,,,,,,,,,1
670000038751,389,2,7,,,,4,,,,10,,,,,,10,,,,,
670000038751,390,,,,5,,,,,,,,,,,,5,,,,5,
670000038751,391,,5,,,,,12,,,,,,5,,10,10,,,,,
670000038751,392,3,2,1,5,,,1,3,,3,,,4,,6,4,,,4,,
670000038751,393,,,,10,,,,4,2,,,,7,,,,,,,2,
670000038751,395,5,7,,,8,,6,4,,1,,3,2,,,,6,5,1,,2
670000038751,396,,10,10,35,,,,,,10,25,,25,10,10,,,,5,,
670000038751,397,10,,6,14,,,,,,,5,,10,,4,,,7,,,3
670000038751,398,6,,10,10,,,,,1,8,,4,9,,8,,3,,,4,5
670000038751,399,,,35,20,,,,,,6,15,,,23,30,,,,7,6,3
670000038751,400,8,,10,10,,,,,,,5,,6,15,15,,,,10,5,
670000038751,401,40,10,20,40,60,30,30,30,30,40,70,50,50,40,90,40,30,30,20,41,30
670000038751,402,35,45,10,70,,,,,10,,20,30,80,3,,65,20,,40,25,30
670000038751,403,,,,,,,,,,,,,,,,,,,10,,
670000038751,404,2,,4,5,4,7,2,,6,,1,,,3,,5,2,2,5,,3
670000038751,405,,3,,9,,5,1,,5,2,,3,1,4,12,,,,,,
670000038751,406,,50,120,120,,,,10,,,10,8,70,207,140,30,,,10,50,
670000038751,407,5,11,,22,,,3,8,8,2,,1,12,5,12,10,,,10,3,3
670000038751,408,2,4,3,4,2,7,11,,3,3,5,13,9,6,6,9,6,1,1,7,
670000038751,409,,,10,5,,,,10,,,,,10,,,4,8,,,10,
670000038751,410,,,7,,,10,,3,8,,2,,4,47,,,4,,,11,1
670000038751,411,,20,10,,,,,20,,15,,,,10,,20,,,,,20
670000038751,412,,40,430,,,,,,,20,40,50,160,205,,,200,,,,
670000038751,413,,,,15,,,,,,,3,,6,,28,,,,,,
670000038751,414,,,,,,2,3,,2,3,2,,2,5,3,,,,,10,
670000038751,415,10,30,20,60,,70,20,20,20,40,,,40,60,40,,,10,60,,10
670000038751,416,,,60,830,-220,,,,,20,20,37,70,40,70,200,150,,,39,100
670000038751,417,,,,10,,,,,5,,,5,,5,,,,10,,,
670000038751,418,80,,30,20,,,10,10,,,20,10,40,30,,20,,10,10,20,20
670000038751,419,,,,10,,,,,,,,10,10,,,,,10,,,
670000038751,420,,2,10,,,,3,3,4,,6,5,,8,6,,,2,,,10
670000038751,421,,20,110,,25,,,,,,,,50,,45,,,30,,,
670000038751,422,,5,,10,,15,12,,,5,,,15,,20,,20,,,,
670000038751,423,,,10,,,,2,,,4,,,,,,15,,,,,
670000038751,424,,,,,,,,,,,,,,,,1,,,,,
670000038751,425,4,10,7,20,5,,,,,,2,5,20,15,30,,,8,3,12,3
670000038751,426,,40,,80,,,,,,,,8,44,10,80,,,,,,
670000038751,427,10,,10,20,,,10,20,40,,10,,10,20,30,,,,,,
670000038751,428,,40,,70,30,,,,,,,,20,,,,20,20,,20,
670000038751,429,,,400,800,,,,,,10,60,60,100,600,350,,,,,,
670000038751,430,40,5,565,545,,30,66,90,20,10,12,10,30,64,50,,70,,10,17,20
670000038751,431,,,,130,,10,,,,,,,,,100,,,,,,
670000038751,432,,,28,12,,,20,,,,10,,,3,8,,,9,,,
670000038751,433,,,,,,,,,,,,,,,,1,,2,,,
670000038751,434,,,,,,,,,,,,,,,,,2,,,,
670000038751,435,20,,40,50,,,,10,20,10,,,30,30,50,,,20,,,20
670000038751,436,,5,,,,,,4,,,2,,3,,2,,,,,,
670000038751,437,3,7,12,,,,,,,2,,,3,,,,,,,,
670000038751,438,,20,5,,10,10,20,,,,10,,10,20,20,,,,25,,10
670000038751,439,,,,,,,,,,,,1,,,,,,,,,
670000038751,440,50,8,19,28,,10,,5,4,9,9,13,10,10,12,,18,8,8,6,8
670000038751,441,2,,2,,,,,,,,,,7,,,,5,,,,
670000038751,442,,,20,,,,,5,,,,20,,,20,,,,,20,
670000038751,443,,,,9,,10,,,,,,,,,,,,,,,
670000038751,444,,10,,10,,,,10,,,,10,10,,,,,10,,,
670000038751,445,10,,8,2,,,10,,0,,,,,,,,,,10,,
670000038751,446,,10,,10,,,6,,4,,5,,20,,,,,6,,,
670000038751,447,8,,,4,,,,,,,,,10,,,,,,,,
670000038751,448,25,,185,70,,,,,,5,,5,120,,5,,15,,25,,
670000038751,450,,,14,,4,,5,,,,,3,,,8,,,,,2,2
670000038751,451,15,20,,80,,,10,5,,,20,5,40,50,42,,,,,,
670000038751,452,,,3,6,,1,5,,,,1,2,2,2,3,,,,2,,2
670000038751,455,,20,,20,,20,20,20,,50,10,,,,20,30,,30,,,30
670000038751,456,,,,,,,2,,,,,,,,,,,,,,
670000038751,457,,,,,,,5,,,,1,,,,,,,,,3,
670000038751,458,,20,,,,20,,,,,20,,,20,,,20,,,,20
670000038751,459,,,,,,,,,,,,,,,,,,5,,,
670000038751,460,10,30,,20,30,15,,,,10,10,10,10,10,25,,5,,5,15,
670000038751,461,20,,80,100,,,,,,20,20,,60,40,80,,,,,,20
670000038751,462,,,,70,,,,,,10,5,,25,,30,,,,,,
670000038751,463,20,20,40,250,,,,,0,,,,10,20,80,,,,,,10
670000038751,464,,,,,,,,,,,,,,,,,2,,,,
670000038751,465,,,,10,,,,,,5,,,5,,10,,,,4,,5
670000038751,466,,10,,13,,,,,,,6,,10,,10,,,,5,,
670000038751,467,,20,10,,,20,,10,,,,15,20,,30,,,,10,10,
670000038751,468,,4,,,4,2,,,,2,,2,,4,,,,,,4,
670000038751,469,,,,,,,4,,,,,,6,,15,,,,,,
670000038751,470,,,10,5,,,,,,,,,,10,10,,,,,,
670000038751,471,,,,53,6,,,,,,,,,,,,,,3,,
670000038751,473,,,,3,,,,3,,,,,,,3,,,,,2,
670000038751,474,,10,20,,20,,,10,10,,,10,20,10,20,,10,,20,,
670000038751,475,4,,10,35,,,,,,15,,,,10,10,,,,14,,
670000038751,476,2,,,,,,,,,,,,,1,3,2,,,1,,
670000038751,477,,,,10,,,,,,3,4,,10,,15,,,,,,8
670000038751,478,7,,20,,7,,2,,,,,,5,1,14,,12,,4,,3
670000038751,479,28,50,50,,,,,20,0,8,25,5,45,20,80,10,,10,25,,6
670000038751,480,,,,5,,,,,10,,,,2,,2,,,,8,,
670000038751,481,,,,2,,,2,,,,,,2,,,,,,2,,
670000038751,482,18,18,20,48,12,26,13,5,8,8,22,10,18,14,21,24,16,23,3,33,18
670000038751,483,,,10,,,20,,,,,,20,20,,,20,,20,10,,10
670000038751,484,,,,,,,10,,,,,,10,,,,,,,10,
670000038751,485,,12,,20,,,,20,,,10,,,15,12,,,20,,,
670000038751,486,10,10,,15,10,15,10,10,0,,10,,20,15,10,10,10,10,10,,10
670000038751,487,8,,,,,,,7,5,,,,7,,,,,,2,5,
670000038751,489,,,20,,,,,,,10,,,20,,10,,,,15,,
670000038751,490,3,,23,,,,,4,,,4,0,55,,24,,,5,,,
670000038751,491,,10,10,45,,,5,10,10,10,2,7,30,25,,8,10,20,10,10,11
670000038751,492,,,,,,,10,,,,,,3,35,5,,5,4,,,20
670000038751,493,,,60,,30,,,20,,,,,30,25,75,10,,,80,40,
670000038751,494,,,,,,,,,,1,,,,,,2,,,,,
670000038751,495,,,,,,,1,,,,,,,,,,,,,,1
670000038751,496,,,,,,,,,,,,,,,1,,,,,,
670000038751,497,,14,,4,,,,,,16,,,6,,,,,18,,,
670000038751,498,6,,3,15,,,10,,,,,,,,,,,,,,
670000038751,499,,,100,450,,,,,,,50,30,160,160,260,,,,,,
670000038751,500,,,25,,,,,,,8,,,,,,,,,,,19
670000038751,501,,,,,,8,,,,,,6,,5,6,,4,,,12,
670000038751,502,,5,,5,,,,,,,,,10,,,,,,,,
670000038751,503,,,,,,,,,,22,27,26,41,19,,,,,,,
670000038751,504,,,10,,,,20,,20,,,,,,,,,,,,
670000038751,505,6,4,5,6,2,6,,7,1,2,2,7,5,5,9,5,,3,4,1,2
670000038751,506,,,,10,,20,,,,,,10,10,,10,,10,,,10,
670000038751,507,1,,3,4,,,6,1,,2,4,4,1,2,,2,4,,4,,1
670000038751,508,90,200,220,250,,10,140,120,10,70,70,40,190,160,60,200,70,,110,60,130
670000038751,509,5,,10,,,,,,,,,,3,,,,,3,,3,
670000038751,510,,104,,111,,,,,9,,,21,160,,,12,,,30,23,
670000038751,511,5,,10,,,,,,,5,,,15,,,10,,,,,
670000038751,513,,15,,20,,,,,,,,,,10,25,,,,5,,5
670000038751,514,,,,,6,10,,,,10,,,10,,,,5,,,,5
670000038751,515,,1,2,,,2,,2,2,3,,,,,7,0,3,2,,,6
670000038751,516,,,,10,,,,,,,,,,,,5,,10,,,
670000038751,517,10,4,11,,8,6,3,,8,,,2,6,3,10,,,6,8,,
